Group,Distribution,N,Mean,SD,Kurtosis,L_Kurtosis,Prop_Zeros,Variance
Aggregate,Full (incl 0-to-0),772,-0.06505366395262768,0.5909532559306241,170.26095450465954,0.646317736238905,0.8562176165803109,0.3492257506950057
Core,Full (incl 0-to-0),132,-0.009253246753246753,1.3062060892751532,42.49046740139903,0.4198955361506367,0.5303030303030303,1.7061743476594895
Peripheral,Full (incl 0-to-0),640,-0.0765625,0.2661039764661171,11.217554550295743,0.6515799471464497,0.9234375,0.070811326291079807
